objectid_1,objectid,name,folderpath,symbolid,altmode,base,clamped,extruded,snippet,popupinfo,shape_leng,name_1,name_of_gr,permit_dat,area_offic,net_planta,planted_as,concession,source_of,additional,shape_le_1,globalid,shape_Length,shape_Area
54,54,OT/9143 Sinu Plantation SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT",2,0,0,-1,0, , ,0.07828001,OT/9143 Sinu Plantation SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.07828001,{9D952368-D91B-4E48-BEC5-E523975B0E16},8722.03264225973,4654403.9026849
55,55,OT/9136 Pelita Holdings SB / LCDA (Lot 2),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT/9136 Pelita Holdings SB",2,0,0,-1,0, , ,0.23195841,OT/9136 Pelita Holdings SB / LCDA (Lot 2),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.23195841,{47504339-6DF6-4CBF-8AE8-82D1DAEA9163},25860.4057292807,31809750.8155219
56,56,OT/9123 PELITA Holdings SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT",2,0,0,-1,0, , ,0.24881332,OT/9123 PELITA Holdings SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.24881332,{CD7B1FE2-86AC-42D5-B50D-218DD7499188},27737.1643549076,25694836.8811314
57,57,OT/9139 Pelita Holdings SB / LCDA,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT/9139 Pelita Holdings SB",2,0,0,-1,0, , ,0.73324699,OT/9139 Pelita Holdings SB / LCDA,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.73324699,{3D774FF0-EB3E-4967-BD24-824463A42D8F},81727.9383168342,82957441.2927718
58,58,OT/9137 Pelita Holdings SB / LCDA,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT/9137 Pelita Holdings SB",2,0,0,-1,0, , ,0.41158204,OT/9137 Pelita Holdings SB / LCDA,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.41158204,{44708E5D-8DA2-4D1A-B3F9-2A47324A54A7},45874.0893346641,24826998.6106913
59,59,OT/9152 Eastbourne Properties SB (Genkai),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT",1,0,0,-1,0, , ,0.32760741,OT/9152 Eastbourne Properties SB (Genkai),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.32760741,{17D52BD2-0B11-4B21-8BB2-E4A74A8F5F02},36490.1874457074,63488768.517834
60,60,OT/9101 Ezina SB (Yayasan Melaka Incosetia),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT",1,0,0,-1,0, , ,0.30269561,OT/9101 Ezina SB (Yayasan Melaka Incosetia),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.30269561,{79FBE6CB-5EE7-4CA5-ACA7-0AFCCDAB8631},33716.364417097,46944617.1617694
61,61,OT/9111 Ezina SB (KSM OPP),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT",2,0,0,-1,0, , ,0.43920455,OT/9111 Ezina SB (KSM OPP),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.43920455,{0F6E07D9-E8A4-46CD-A34D-0336011D0C02},48927.602103105,50203019.5667216
62,62,OT/9063 Semaring Enterprise SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Occupational Ticket areas/OT",9,0,0,-1,0, , ,0.09288713,OT/9063 Semaring Enterprise SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.09288713,{5C3EA527-BEF1-4E07-80D8-BB8ABCFF8C2A},10353.4518987256,6288411.65385631
63,63,Telliana Enterprise SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.36244147,Telliana Enterprise SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.36244147,{4F04A7DA-3164-45C1-A47D-2F735582BCE3},40395.7247166875,86764285.7225573
64,64,Origrow Venture SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.26150088,Origrow Venture SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.26150088,{E0EB8C24-F31B-492B-B75B-3C4C5247B36B},29163.6538363682,37510092.6867051
65,65,Plus Sunbest SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.1298207,Plus Sunbest SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.1298207,{041B4C92-7E08-4983-BBF9-B0A1166C3738},14472.2220798149,11368784.4452898
66,66,Titanium Management SB - Part 1,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.52139133,Titanium Management SB - Part 1,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.52139133,{8159DAF8-7FCE-48EA-89D8-F38F25CA7992},58121.7110050775,108653175.8062
67,67,Yasita SB (Lot 74),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.03391622,Yasita SB (Lot 74),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.03391622,{6E6992E8-8380-40EA-86C9-D6E596A4492B},3780.39636352498,923903.884266211
68,68,Greenwood Estate SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.09665291,Greenwood Estate SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.09665291,{A7AD08BD-0265-4122-A49B-ED537E7B162E},10776.5330071767,5089742.43273551
69,69,Naim Cendera Tiga SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.2511427,Naim Cendera Tiga SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.2511427,{FE41C28F-F04A-47A2-AD44-8E35F35FCEF6},28001.6704649229,29449844.1447931
70,70,Daharta SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.07070635,Daharta SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.07070635,{B65896F5-5620-44CD-8CE6-BA6AD6E36E8E},7884.27681382852,2322074.22008563
71,71,Cambridge Alliance SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.27538289,Cambridge Alliance SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.27538289,{988954EB-75AE-48FF-A700-6B51072214BA},30681.9599335983,20836964.4953483
72,72,Forescom Sarawak SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.10937581,Forescom Sarawak SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.10937581,{5FE2F105-4356-45D8-8968-DD49012E9071},12192.2537526054,8819399.85028926
73,73,San Chung SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.16585733,San Chung SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.16585733,{034EF5B6-60C1-464D-B041-8617795C0A58},18484.2960134961,10933056.6738441
74,74,Yayasan Sarawak SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.28712185,Yayasan Sarawak SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.28712185,{6A77905C-0EC8-4AA0-A405-06CB5BD6D2C1},32009.9791338679,29610366.7888955
75,75,Baram SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.14042948,Baram SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.14042948,{AD794AE0-50AF-46A1-B73C-E2ADCF2705A9},15656.3831231384,1846246.99635733
76,76,Alto SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.25540634,Alto SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.25540634,{953BCAA3-1356-401B-BB69-01A213860517},28456.0392110059,45449035.71284
77,77,Sarawak Plantation Agriculture Dev. SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.42084885,Sarawak Plantation Agriculture Dev. SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.42084885,{6A5A617E-C45E-462E-B0FD-48B650DDD59D},46911.477416544,45593507.3642922
78,78,Bahtera SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.31103397,Bahtera SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.31103397,{B0306346-46A9-409B-8A94-23B9819DEE0D},34662.9891113856,40385199.1843387
79,79,Binu Plantation SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",1,0,0,-1,0, , ,0.45497046,Binu Plantation SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.45497046,{060099C2-8760-460B-9C74-DF276210754C},50707.2282525158,50487905.8405443
80,80,Kina Juara SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",1,0,0,-1,0, , ,0.58116082,Kina Juara SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.58116082,{28CF7C8A-99C0-4FDB-B9AB-5595B83E60BC},64779.1668551072,47293951.2083693
81,81,LCDA,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",1,0,0,-1,0, , ,0.10460263,LCDA,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.10460263,{98BB4A9F-FB76-4572-A1C3-42A063FB0941},11661.2344901655,5169855.1681034
82,82,Titanium Management SB - Part 2,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.46875704,Titanium Management SB - Part 2,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.46875704,{98404569-12E5-4556-9F10-FF583286D496},52252.9097343396,74337595.7996108
83,83,Amgreen Gain SB (Lot 1204 Puyut LD),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.30802157,Amgreen Gain SB (Lot 1204 Puyut LD),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.30802157,{44AFC265-8D70-41C9-B641-4DB79DC6B6EC},34335.3306013999,51695017.8515609
84,84,Telliana Enterprise SB (Lot 1209 Puyut LD),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.29816373,Telliana Enterprise SB (Lot 1209 Puyut LD),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.29816373,{99E6D814-6B25-4284-BA68-428B3696E6DC},33233.3838221315,28774613.56348
85,85,Telliana Plantation SB (Lot 1213 Puyut LD),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.25658414,Telliana Plantation SB (Lot 1213 Puyut LD),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.25658414,{3E8A3A7C-6C5A-4D29-8FAE-9CEBC47ED4FB},28582.8138968478,25122514.7128284
86,86,Lot 4 (LCDA),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.18689782,Lot 4 (LCDA),Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.18689782,{08B76320-C126-4381-89F6-77FB845FAA9B},20837.8683457095,13687970.8639592
87,87,Magna Wide SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.36254652,Magna Wide SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.36254652,{1C56B646-E124-4A2A-997A-387B160FB01E},40409.1750092376,36539540.9401908
88,88,BJ Corporation SB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From SFD Map May 2010/Land leases",2,0,0,-1,0, , ,0.31596499,BJ Corporation SB,Other / Unknown,,0, , ,Oil palm,"Sarawak Forest Department maps, 2010", ,0.31596499,{BE61FB57-11D6-44B3-85B9-8B1902FF76C4},35203.7591804566,47640239.1279036
89,89,SOP Tinbarap,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sarawak Oil Palms",7,0,0,-1,0, , ,0.82937274,SOP Tinbarap,Sarawak Oil Palms,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.82937274,{0740E15F-59BA-452F-837F-0402E164F8DE},92487.138963318,181003993.536566
90,90,Taniku SOP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sarawak Oil Palms",1,0,0,-1,0, ,"A subsidiary of Sarawak Oil Palm Bhd, control approximately 4,858 hectares of land (source: http://www.sop.com.my/index.php?page=plantation-estate)",0.34082239,Taniku SOP,Sarawak Oil Palms,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.34082239,{2A37042B-E81B-44B9-8B83-48A182179C90},38001.2662488518,52163366.9136613
91,91,SOP Sebungan,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sarawak Oil Palms",3,0,0,-1,0, , ,0.23046949,SOP Sebungan,Sarawak Oil Palms,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.23046949,{1160FFAD-DC63-4D35-9B3C-B4C3D5DBA323},25666.7528629676,20800170.9704898
92,92,SOP Kuala Tatau,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sarawak Oil Palms",3,0,0,-1,0, , ,0.25637991,SOP Kuala Tatau,Sarawak Oil Palms,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.25637991,{DD3414A5-6C0A-495E-989F-A6B5C965EECF},28564.9320552316,42065064.1983169
93,93,SOP Balingian,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sarawak Oil Palms",1,0,0,-1,0, , ,0.34654813,SOP Balingian,Sarawak Oil Palms,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.34654813,{1C438C14-E99D-4328-9170-615CE759DCAE},38597.5084125826,38495382.6634697
94,94,layang estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sime Sarawak",1,0,0,-1,0, , ,0.63278978,layang estate,Sime Darby,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.63278978,{7FF398C6-B47F-4C38-A5E4-63DFAEE61C83},70497.7206966167,218075582.315956
95,95,Rajawali,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sime Sarawak",1,0,0,-1,0, , ,0.30576918,Rajawali,Sime Darby,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.30576918,{09D6DC76-DCF7-462E-A77E-F2EC6F2E3023},34069.0782894295,34091411.3290276
96,96,Derawan,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Sime Sarawak",1,0,0,-1,0, , ,0.68756066,Derawan,Sime Darby,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.68756066,{DC9C5C9E-8340-41EB-ACD3-C0746719B684},76614.0812077891,194764843.142753
97,97,Kwantas,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",0,0,0,-1,0, , ,0.28660485,Kwantas,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28660485,{2DF50DAF-CC69-45FD-9B6D-5E17B23FF3E4},31922.2591931897,48219837.2751745
98,98,Kwantas,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",0,0,0,-1,0, , ,0.71488663,Kwantas,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.71488663,{B992B319-2963-49CF-A45E-CFD91E058683},79610.8212881086,155063233.767669
99,99,Kwantas PELITA,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.35241035,Kwantas PELITA,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.35241035,{695252CC-CD57-43E4-9F86-26DAB9C2944F},39248.641846954,20371628.9359218
100,100,Miracle Harvest,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.44809793,Miracle Harvest,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.44809793,{CF42938C-F212-4FCC-AEB9-C21A69171363},49905.1990719455,27935629.2218063
101,101,Kwantas PELITA,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.74495658,Kwantas PELITA,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.74495658,{16ECFE61-3020-40ED-90AB-2FBFC475433A},82959.8166728623,107431752.545843
102,102,Miracle Harvest,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.05893348,Miracle Harvest,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.05893348,{D4B2579F-0484-4AD4-AA86-47DDA58D7285},6564.63622152801,2339974.01074469
103,103,Miracle Harvest,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.07842861,Miracle Harvest,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.07842861,{C6DF9CC0-2F68-4BD2-9454-1B5F5EAC1FB5},8735.36515512427,3037009.43389709
104,104,Miracle Harvest,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.43369704,Miracle Harvest,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.43369704,{5C988F78-B179-4B6B-BBEE-5DBEF7AF70CC},48301.7565256929,15935574.2303865
105,105,Miracle Harvest,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.20943154,Miracle Harvest,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.20943154,{12A1C291-5624-4C9D-8855-C345DB11D8C3},23325.3799309724,10657076.3558491
106,106,Miracle Harvest,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Kwantas Sarawak/Sarawak",1,0,0,-1,0, , ,0.21010241,Miracle Harvest,Kwantas,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.21010241,{B44E00C6-DDB3-4D91-BD8A-3B9E4AD04286},23397.1061809119,17958313.9493303
107,107,Rinwood Pelita concession boundary,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/IOI Sarawak",1,0,0,-1,0, , ,0.40906113,Rinwood Pelita concession boundary,IOI,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.40906113,{5DB5EC6D-3289-4530-B6E2-D3BA8E3C6840},45578.3985860372,79293397.8735911
108,108,Boustead OP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",3,0,0,-1,0, , ,0.1416194,Boustead OP,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.1416194,{2D7A109A-22A0-4F7B-A673-B4824D9D46B9},15770.39376475,4465792.32748237
109,109,Boustead OP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",3,0,0,-1,0, , ,0.16688564,Boustead OP,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.16688564,{BE080FED-5EA4-41F5-9AE5-C9ECBA6C981B},18583.7958508414,4457170.96904502
110,110,Boustead Kelimut OP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",3,0,0,-1,0, , ,0.60595059,Boustead Kelimut OP,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.60595059,{8E4708D9-1EC0-4297-A586-9E90256A4187},67477.3613808192,40707697.555728
